--contingency
--label
'Percentile_50_SD_2'
--Active power constraint
Bus, sum_pg, pd, gsh, v_n, gshvn2, sum_p_li, sum_p_ti, pslackm_n, pslackp_n, p_relax
20, -0.0000000000, -0.7268817000, 0.0000000000, 0.9992223061, -0.0000000000, -0.7268817000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
21, NaN, -0.1279008000, 0.0000000000, 1.0073915718, -0.0000000000, -0.1279008000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
22, NaN, -0.0830597000, 0.0000000000, 0.9963581247, -0.0000000000, -0.0830597000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
23, NaN, -0.0000000000, 0.0000000000, 0.9989728316, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
24, NaN, -0.0813624300, 0.0000000000, 0.9983484255, -0.0000000000, -0.0813624300, NaN, -0.0000000099, -0.0000000099, 0.0000000000
25, NaN, -0.0442639800, 0.0000000000, 0.9978736497, -0.0000000000, -0.0442639800, NaN, -0.0000000099, -0.0000000099, 0.0000000000
26, NaN, -0.0537260900, 0.0000000000, 0.9982786384, -0.0000000000, -0.0537260900, NaN, -0.0000000099, -0.0000000099, 0.0000000000
27, NaN, -0.0526240900, 0.0000000000, 0.9868244739, -0.0000000000, -0.0526240900, NaN, -0.0000000099, -0.0000000099, 0.0000000000
28, 0.0034437359, -0.0000000000, 0.0000000000, 1.0073631536, -0.0000000000, 0.0034437359, NaN, -0.0000000099, -0.0000000099, 0.0000000000
29, -0.0000000000, -0.0816231500, 0.0000000000, 0.9995424384, -0.0000000000, -0.0816231500, NaN, -0.0000000099, -0.0000000099, 0.0000000000
30, NaN, -0.0457603400, 0.0000000000, 0.9977123246, -0.0000000000, -0.0457603400, NaN, -0.0000000099, -0.0000000099, 0.0000000000
31, NaN, -0.0258341000, 0.0000000000, 1.0019707885, -0.0000000000, -0.0258341000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
32, 0.3141210215, -0.0000000000, 0.0000000000, 1.0022744755, -0.0000000000, 0.3141210215, NaN, -0.0000000099, -0.0000000099, 0.0000000000
33, NaN, -0.0494620900, 0.0000000000, 0.9971109080, -0.0000000000, -0.0494620900, NaN, -0.0000000099, -0.0000000099, 0.0000000000
34, NaN, -0.0000000000, 0.0000000000, 1.0074007742, -0.0000000000, -0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
35, NaN, -0.0000000000, 0.0000000000, 1.0075134747, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
36, NaN, -0.0824990000, 0.0000000000, 1.0016601642, -0.0000000000, -0.0824990000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
37, -0.0000000000, -0.1289639000, 0.0000000000, 1.0076414886, -0.0000000000, -0.1289639000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
38, NaN, -0.0262467600, 0.0000000000, 0.9978372791, -0.0000000000, -0.0262467600, NaN, -0.0000000099, -0.0000000099, 0.0000000000
39, NaN, -0.0598058200, 0.0000000000, 1.0001072638, -0.0000000000, -0.0598058200, NaN, -0.0000000099, -0.0000000099, 0.0000000000
40, NaN, -0.0000000000, 0.0000000000, 0.9880229638, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
41, NaN, -0.0350269800, 0.0000000000, 1.0029574468, -0.0000000000, -0.0350269800, NaN, -0.0000000099, -0.0000000099, 0.0000000000
42, NaN, -0.0498218500, 0.0000000000, 0.9768948294, -0.0000000000, -0.0498218500, NaN, -0.0000000099, -0.0000000099, 0.0000000000
43, 0.0457171408, -0.0000000000, 0.0000000000, 1.0004349639, -0.0000000000, 0.0457171408, NaN, -0.0000000099, -0.0000000099, 0.0000000000
44, NaN, -0.0842753900, 0.0000000000, 1.0000721500, -0.0000000000, -0.0842753900, NaN, -0.0000000099, -0.0000000099, 0.0000000000
45, NaN, -0.0000000000, 0.0000000000, 1.0021165193, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
46, 0.0006446570, -0.0000000000, 0.0000000000, 1.0075251566, -0.0000000000, 0.0006446570, NaN, -0.0000000099, -0.0000000099, 0.0000000000
47, NaN, -0.1422938000, 0.0000000000, 0.9944028272, -0.0000000000, -0.1422938000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
48, NaN, -0.1933269000, 0.0000000000, 0.9937416537, -0.0000000000, -0.1933269000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
49, 0.0334479887, -0.0000000000, 0.0000000000, 1.0068441726, -0.0000000000, 0.0334479887, NaN, -0.0000000099, -0.0000000099, 0.0000000000
50, NaN, -0.0000000000, 0.0000000000, 0.9890707593, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
51, 0.0439488125, -0.0000000000, 0.0000000000, 1.0025689481, -0.0000000000, 0.0439488125, NaN, -0.0000000099, -0.0000000099, 0.0000000000
52, NaN, -0.0209453200, 0.0000000000, 0.9933020315, -0.0000000000, -0.0209453200, NaN, -0.0000000099, -0.0000000099, 0.0000000000
53, NaN, -0.0463394500, 0.0000000000, 0.9793770396, -0.0000000000, -0.0463394500, NaN, -0.0000000099, -0.0000000099, 0.0000000000
54, NaN, -0.0000000000, 0.0000000000, 1.0008506099, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
55, NaN, -0.0317523200, 0.0000000000, 1.0020815672, -0.0000000000, -0.0317523200, NaN, -0.0000000099, -0.0000000099, 0.0000000000
56, NaN, -0.0827241700, 0.0000000000, 0.9998285257, -0.0000000000, -0.0827241700, NaN, -0.0000000099, -0.0000000099, 0.0000000000
57, NaN, -0.0000000000, 0.0000000000, 0.9910025773, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
58, NaN, -0.0000000000, 0.0000000000, 1.0006788324, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
59, NaN, -0.0000000000, 0.0000000000, 1.0011620761, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
60, 0.0353537336, -0.0000000000, 0.0000000000, 1.0022448629, -0.0000000000, 0.0353537336, NaN, -0.0000000099, -0.0000000099, 0.0000000000
61, NaN, -0.0000000000, 0.0000000000, 1.0073193762, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
62, NaN, -0.0000000000, 0.0000000000, 1.0056630980, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
63, -0.0000000000, -0.0759149800, 0.0000000000, 1.0150574775, -0.0000000000, -0.0759149800, NaN, -0.0000000099, -0.0000000099, 0.0000000000
64, NaN, -0.0669756000, 0.0000000000, 1.0060079615, -0.0000000000, -0.0669756000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
65, -0.0000000000, -0.0724963600, 0.0000000000, 1.0095987960, -0.0000000000, -0.0724963600, NaN, -0.0000000099, -0.0000000099, 0.0000000000
66, NaN, -0.0000000000, 0.0000000000, 1.0002042394, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
67, NaN, -0.0320898200, 0.0000000000, 0.9915239808, -0.0000000000, -0.0320898200, NaN, -0.0000000099, -0.0000000099, 0.0000000000
68, 0.0044444026, -0.0000000000, 0.0000000000, 1.0012597086, -0.0000000000, 0.0044444026, NaN, -0.0000000099, -0.0000000099, 0.0000000000
69, NaN, -0.1899603000, 0.0000000000, 1.0020832159, -0.0000000000, -0.1899603000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
70, NaN, -0.0244323100, 0.0000000000, 1.0035230101, -0.0000000000, -0.0244323100, NaN, -0.0000000099, -0.0000000099, 0.0000000000
71, 0.0189301219, -0.0000000000, 0.0000000000, 0.9986808352, -0.0000000000, 0.0189301219, NaN, -0.0000000099, -0.0000000099, 0.0000000000
72, NaN, -0.0245799200, 0.0000000000, 1.0014733192, -0.0000000000, -0.0245799200, NaN, -0.0000000099, -0.0000000099, 0.0000000000
73, NaN, -0.0000000000, 0.0000000000, 0.9984151494, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
74, -0.0000000000, -0.5834948000, 0.0000000000, 1.0040877631, -0.0000000000, -0.5834948000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
75, NaN, -0.0742455100, 0.0000000000, 1.0021224843, -0.0000000000, -0.0742455100, NaN, -0.0000000099, -0.0000000099, 0.0000000000
76, 0.0059226143, -0.0000000000, 0.0000000000, 1.0010189332, -0.0000000000, 0.0059226143, NaN, -0.0000000099, -0.0000000099, 0.0000000000
77, -0.0000000000, -0.2533561000, 0.0000000000, 1.0000635199, -0.0000000000, -0.2533561000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
78, NaN, -0.0395046200, 0.0000000000, 1.0007348634, -0.0000000000, -0.0395046200, NaN, -0.0000000099, -0.0000000099, 0.0000000000
79, NaN, -0.0000000000, 0.0000000000, 0.9977616981, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
80, NaN, -0.0613758100, 0.0000000000, 1.0019008825, -0.0000000000, -0.0613758100, NaN, -0.0000000099, -0.0000000099, 0.0000000000
81, NaN, -0.0396636000, 0.0000000000, 0.9814115705, -0.0000000000, -0.0396636000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
82, -0.0000000000, -0.5626587000, 0.0000000000, 0.9981571696, -0.0000000000, -0.5626587000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
83, NaN, -0.0826539300, 0.0000000000, 0.9991458258, -0.0000000000, -0.0826539300, NaN, -0.0000000099, -0.0000000099, 0.0000000000
84, NaN, -0.1113218000, 0.0000000000, 0.9964638660, -0.0000000000, -0.1113218000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
85, NaN, -0.0334525300, 0.0000000000, 1.0041057839, -0.0000000000, -0.0334525300, NaN, -0.0000000099, -0.0000000099, 0.0000000000
86, NaN, -0.0398569900, 0.0000000000, 1.0013082303, -0.0000000000, -0.0398569900, NaN, -0.0000000099, -0.0000000099, 0.0000000000
87, NaN, -0.0432136300, 0.0000000000, 1.0029970879, -0.0000000000, -0.0432136300, NaN, -0.0000000099, -0.0000000099, 0.0000000000
88, NaN, -0.2129072000, 0.0000000000, 0.9986381332, -0.0000000000, -0.2129072000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
89, NaN, -0.0000000000, 0.0000000000, 1.0035674261, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
90, 0.0342670046, -0.0423818600, 0.0000000000, 1.0024026479, -0.0000000000, -0.0081148554, NaN, -0.0000000099, -0.0000000099, 0.0000000000
91, NaN, -0.0455639800, 0.0000000000, 0.9903140492, -0.0000000000, -0.0455639800, NaN, -0.0000000099, -0.0000000099, 0.0000000000
92, -0.0000000000, -0.6040207000, 0.0000000000, 0.9963836161, -0.0000000000, -0.6040207000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
93, -0.0000000000, -0.4389343000, 0.0000000000, 0.9975954876, -0.0000000000, -0.4389343000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
94, NaN, -0.1022018000, 0.0000000000, 0.9977880714, -0.0000000000, -0.1022018000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
95, -0.0000000000, -0.3445713000, 0.0000000000, 1.0017326487, -0.0000000000, -0.3445713000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
96, NaN, -0.0664334100, 0.0000000000, 0.9985964823, -0.0000000000, -0.0664334100, NaN, -0.0000000099, -0.0000000099, 0.0000000000
97, NaN, -0.0000000000, 0.0000000000, 0.9997912063, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
98, NaN, -0.0000000000, 0.0000000000, 0.9884062285, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
99, NaN, -0.1273975000, 0.0000000000, 0.9928403026, -0.0000000000, -0.1273975000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
100, NaN, -0.0840409700, 0.0000000000, 1.0017084320, -0.0000000000, -0.0840409700, NaN, -0.0000000099, -0.0000000099, 0.0000000000
101, NaN, -0.1494080000, 0.0000000000, 0.9923501729, -0.0000000000, -0.1494080000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
102, NaN, -0.0798153300, 0.0000000000, 0.9983525739, -0.0000000000, -0.0798153300, NaN, -0.0000000099, -0.0000000099, 0.0000000000
103, 0.1245474986, -0.0000000000, 0.0000000000, 1.0007028633, -0.0000000000, 0.1245474986, NaN, -0.0000000099, -0.0000000099, 0.0000000000
104, NaN, -0.0718614100, 0.0000000000, 1.0073836463, -0.0000000000, -0.0718614100, NaN, -0.0000000099, -0.0000000099, 0.0000000000
105, 0.0979850694, -0.0000000000, 0.0000000000, 1.0037223494, -0.0000000000, 0.0979850694, NaN, -0.0000000099, -0.0000000099, 0.0000000000
106, 0.1935821517, -0.0540467400, 0.0000000000, 1.0054827568, -0.0000000000, 0.1395354117, NaN, -0.0000000099, -0.0000000099, 0.0000000000
107, NaN, -0.3410702000, 0.0000000000, 1.0032206087, -0.0000000000, -0.3410702000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
108, 0.0151325900, -0.3319975000, 0.0000000000, 1.0013050365, -0.0000000000, -0.3168649100, NaN, -0.0000000099, -0.0000000099, 0.0000000000
109, NaN, -0.0169090900, 0.0000000000, 1.0010787155, -0.0000000000, -0.0169090900, NaN, -0.0000000099, -0.0000000099, 0.0000000000
110, NaN, -0.1074017000, 0.0000000000, 1.0003622127, -0.0000000000, -0.1074017000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
111, 1.7887136186, -0.0000000000, 0.0000000000, 1.0055650184, -0.0000000000, 1.7887136186, NaN, -0.0000000099, -0.0000000099, 0.0000000000
112, 0.0661504477, -0.0000000000, 0.0000000000, 1.0052387991, -0.0000000000, 0.0661504477, NaN, -0.0000000099, -0.0000000099, 0.0000000000
113, 0.0191424275, -0.0000000000, 0.0000000000, 1.0017630179, -0.0000000000, 0.0191424275, NaN, -0.0000000099, -0.0000000099, 0.0000000000
114, NaN, -0.1151694000, 0.0000000000, 0.9692258928, -0.0000000000, -0.1151694000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
115, NaN, -0.0703469700, 0.0000000000, 1.0007507004, -0.0000000000, -0.0703469700, NaN, -0.0000000099, -0.0000000099, 0.0000000000
116, 0.2383291688, -0.0000000000, 0.0000000000, 0.9948531345, -0.0000000000, 0.2383291688, NaN, -0.0000000099, -0.0000000099, 0.0000000000
117, NaN, -0.1298908000, 0.0000000000, 1.0028250091, -0.0000000000, -0.1298908000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
118, NaN, -0.0535696100, 0.0000000000, 1.0035665230, -0.0000000000, -0.0535696100, NaN, -0.0000000099, -0.0000000099, 0.0000000000
119, NaN, -0.1556232000, 0.0000000000, 1.0028824357, -0.0000000000, -0.1556232000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
120, NaN, -0.0416106100, 0.0000000000, 0.9948836900, -0.0000000000, -0.0416106100, NaN, -0.0000000099, -0.0000000099, 0.0000000000
121, 0.2506721277, -0.0000000000, 0.0000000000, 0.9997893794, -0.0000000000, 0.2506721277, NaN, -0.0000000099, -0.0000000099, 0.0000000000
122, NaN, -0.0247614300, 0.0000000000, 1.0148499377, -0.0000000000, -0.0247614300, NaN, -0.0000000099, -0.0000000099, 0.0000000000
123, NaN, -0.0527719700, 0.0000000000, 1.0016063406, -0.0000000000, -0.0527719700, NaN, -0.0000000099, -0.0000000099, 0.0000000000
124, NaN, -0.1168029000, 0.0000000000, 0.9984226123, -0.0000000000, -0.1168029000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
125, 0.3511589387, -0.0000000000, 0.0000000000, 1.0372820443, -0.0000000000, 0.3511589387, NaN, -0.0000000099, -0.0000000099, 0.0000000000
126, NaN, -0.0718418500, 0.0000000000, 0.9967171628, -0.0000000000, -0.0718418500, NaN, -0.0000000099, -0.0000000099, 0.0000000000
127, NaN, -0.0000000000, 0.0000000000, 0.9904003643, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
128, NaN, -0.0550750300, 0.0000000000, 0.9584992346, -0.0000000000, -0.0550750300, NaN, -0.0000000099, -0.0000000099, 0.0000000000
129, 0.0000000000, -0.0000000000, 0.0000000000, 1.0167145599, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
130, NaN, -0.0000000000, 0.0000000000, 0.9995006099, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
131, 0.5043850211, -0.0000000000, 0.0000000000, 1.0060920817, -0.0000000000, 0.5043850211, NaN, -0.0000000099, -0.0000000099, 0.0000000000
132, NaN, -0.0000000000, 0.0000000000, 1.0026483160, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
133, NaN, -0.0295707100, 0.0000000000, 1.0008794100, -0.0000000000, -0.0295707100, NaN, -0.0000000099, -0.0000000099, 0.0000000000
134, NaN, -0.0000000000, 0.0000000000, 1.0012197437, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
135, NaN, -0.0000000000, 0.0000000000, 1.0005408223, -0.0000000000, -0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
136, NaN, -0.1054979000, 0.0000000000, 1.0013900143, -0.0000000000, -0.1054979000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
137, 0.8400665945, -0.0000000000, 0.0000000000, 1.0106221736, -0.0000000000, 0.8400665945, NaN, -0.0000000099, -0.0000000099, 0.0000000000
138, 0.0681954923, -0.0000000000, 0.0000000000, 1.0031764175, -0.0000000000, 0.0681954923, NaN, -0.0000000099, -0.0000000099, 0.0000000000
139, NaN, -0.1109473000, 0.0000000000, 0.9876767944, -0.0000000000, -0.1109473000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
140, 0.0000000000, -0.1959852000, 0.0000000000, 1.0460175420, -0.0000000000, -0.1959852000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
141, NaN, -0.0000000000, 0.0000000000, 0.9899778920, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
142, NaN, -0.1734817000, 0.0000000000, 0.9929929932, -0.0000000000, -0.1734817000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
143, NaN, -0.0000000000, 0.0000000000, 1.0035631197, -0.0000000000, -0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
144, NaN, -0.0000000000, 0.0000000000, 0.9982389871, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
145, 0.2549808158, -0.0000000000, 0.0000000000, 1.0047577606, -0.0000000000, 0.2549808158, NaN, -0.0000000099, -0.0000000099, 0.0000000000
146, NaN, -0.0546823600, 0.0000000000, 1.0069416951, -0.0000000000, -0.0546823600, NaN, -0.0000000099, -0.0000000099, 0.0000000000
147, 0.0000000000, -0.8676003000, 0.0000000000, 1.0001142478, -0.0000000000, -0.8676003000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
148, NaN, -0.1271998000, 0.0000000000, 0.9904375163, -0.0000000000, -0.1271998000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
149, 0.7658984513, -0.0000000000, 0.0000000000, 1.0117200242, -0.0000000000, 0.7658984513, NaN, -0.0000000099, -0.0000000099, 0.0000000000
150, NaN, -0.0923544700, 0.0000000000, 1.0012631930, -0.0000000000, -0.0923544700, NaN, -0.0000000099, -0.0000000099, 0.0000000000
151, NaN, -0.0485304900, 0.0000000000, 0.9844439352, -0.0000000000, -0.0485304900, NaN, -0.0000000099, -0.0000000099, 0.0000000000
152, NaN, -0.0000000000, 0.0000000000, 1.0242546020, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
153, NaN, -0.0000000000, 0.0000000000, 1.0076800165, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
154, NaN, -0.0577529000, 0.0000000000, 1.0037564013, -0.0000000000, -0.0577529000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
155, 0.0191072961, -0.0000000000, 0.0000000000, 1.0098168920, -0.0000000000, 0.0191072961, NaN, -0.0000000099, -0.0000000099, 0.0000000000
156, NaN, -0.0493704100, 0.0000000000, 0.9842401357, -0.0000000000, -0.0493704100, NaN, -0.0000000099, -0.0000000099, 0.0000000000
157, NaN, -0.0000000000, 0.0000000000, 1.0007796508, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
158, 0.0488474362, -0.0000000000, 0.0000000000, 1.0077670164, -0.0000000000, 0.0488474362, NaN, -0.0000000099, -0.0000000099, 0.0000000000
159, 0.0018055659, -0.0000000000, 0.0000000000, 1.0202356596, -0.0000000000, 0.0018055659, NaN, -0.0000000099, -0.0000000099, 0.0000000000
160, NaN, -0.1266524000, 0.0000000000, 1.0219198665, -0.0000000000, -0.1266524000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
161, NaN, -0.0401075200, 0.0000000000, 0.9733725389, -0.0000000000, -0.0401075200, NaN, -0.0000000099, -0.0000000099, 0.0000000000
162, NaN, -0.0000000000, 0.0000000000, 1.0157058000, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
163, NaN, -0.0000000000, 0.0000000000, 1.0189905832, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
164, 0.0147373274, -0.0000000000, 0.0000000000, 1.0169877105, -0.0000000000, 0.0147373274, NaN, -0.0000000099, -0.0000000099, 0.0000000000
165, 0.0036928500, -0.0000000000, 0.0000000000, 1.0132440985, -0.0000000000, 0.0036928500, NaN, -0.0000000099, -0.0000000099, 0.0000000000
166, 0.0127429023, -0.0000000000, 0.0000000000, 1.0130219405, -0.0000000000, 0.0127429023, NaN, -0.0000000099, -0.0000000099, 0.0000000000
167, NaN, -0.0388687500, 0.0000000000, 0.9876197164, -0.0000000000, -0.0388687500, NaN, -0.0000000099, -0.0000000099, 0.0000000000
168, NaN, -0.0000000000, 0.0000000000, 1.0047743207, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
169, NaN, -0.0993445600, 0.0000000000, 1.0308272521, -0.0000000000, -0.0993445600, NaN, -0.0000000099, -0.0000000099, 0.0000000000
170, 1.6346833931, -0.0000000000, 0.0000000000, 1.0298380654, -0.0000000000, 1.6346833931, NaN, -0.0000000099, -0.0000000099, 0.0000000000
171, NaN, -0.0516631500, 0.0000000000, 1.0181879453, -0.0000000000, -0.0516631500, NaN, -0.0000000099, -0.0000000099, 0.0000000000
172, NaN, -0.1124152000, 0.0000000000, 1.0120133757, -0.0000000000, -0.1124152000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
173, NaN, -0.0000000000, 0.0000000000, 1.0032244332, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
174, NaN, -0.0561177000, 0.0000000000, 1.0017185599, -0.0000000000, -0.0561177000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
175, 0.0062359800, -0.0000000000, 0.0000000000, 0.9888914519, -0.0000000000, 0.0062359800, NaN, -0.0000000099, -0.0000000099, 0.0000000000
176, NaN, -0.0000000000, 0.0000000000, 0.9692007901, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
177, NaN, -0.0582997200, 0.0000000000, 0.9892264906, -0.0000000000, -0.0582997200, NaN, -0.0000000099, -0.0000000099, 0.0000000000
178, NaN, -0.0000000000, 0.0000000000, 1.0150793146, -0.0000000000, 0.0000000000, NaN, -0.0000000099, -0.0000000099, 0.0000000000
179, NaN, -0.0899527600, 0.0000000000, 0.9943321180, -0.0000000000, -0.0899527600, NaN, -0.0000000099, -0.0000000099, 0.0000000000
180, NaN, -0.0863825500, 0.0000000000, 0.9805079020, -0.0000000000, -0.0863825500, NaN, -0.0000000099, -0.0000000099, 0.0000000000
181, 0.8558136089, -0.0763892700, 0.0000000000, 1.0015788132, -0.0000000000, 0.7794243389, NaN, -0.0000000099, -0.0000000099, 0.0000000000
182, 0.6325489163, -0.0000000000, 0.0000000000, 1.0033466931, -0.0000000000, 0.6325489163, NaN, -0.0000000099, -0.0000000099, 0.0000000000
183, NaN, -0.0204354100, 0.0000000000, 0.9997923897, -0.0000000000, -0.0204354100, NaN, -0.0000000099, -0.0000000099, 0.0000000000
