--contingency
--label
'Monument_wildfire_data_SD_2'
--Active power constraint
Bus, sum_pg, pd, gsh, v_n, gshvn2, sum_p_li, sum_p_ti, pslackm_n, pslackp_n, p_relax
16, 0.0396279875, -0.2252322000, 0.0000000000, 0.9969547572, -0.0000000000, -0.1856042125, NaN, -0.0000000090, -0.0000000090, 0.0000000000
17, 0.0142910511, -0.4649276000, 0.0000000000, 0.9992182645, -0.0000000000, -0.4506365489, NaN, -0.0000000090, -0.0000000090, 0.0000000000
18, 0.0000000000, -0.0000000000, 0.0000000000, 1.0015705975, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
19, 0.0252172291, -0.4720006000, 0.0000000000, 0.9985045797, -0.0000000000, -0.4467833709, NaN, -0.0000000090, -0.0000000090, 0.0000000000
20, 0.0000000000, -0.7268817000, 0.0000000000, 0.9993158301, -0.0000000000, -0.7268817000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
21, NaN, -0.1279008000, 0.0000000000, 1.0073132171, -0.0000000000, -0.1279008000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
22, NaN, -0.0830597000, 0.0000000000, 0.9963393014, -0.0000000000, -0.0830597000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
23, NaN, -0.0000000000, 0.0000000000, 0.9989397768, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
24, NaN, -0.0813624300, 0.0000000000, 0.9983917740, -0.0000000000, -0.0813624300, NaN, -0.0000000090, -0.0000000090, 0.0000000000
25, NaN, -0.0442639800, 0.0000000000, 0.9978239627, -0.0000000000, -0.0442639800, NaN, -0.0000000090, -0.0000000090, 0.0000000000
26, NaN, -0.0537260900, 0.0000000000, 0.9982507104, -0.0000000000, -0.0537260900, NaN, -0.0000000090, -0.0000000090, 0.0000000000
27, NaN, -0.0526240900, 0.0000000000, 0.9867964452, -0.0000000000, -0.0526240900, NaN, -0.0000000090, -0.0000000090, 0.0000000000
28, 0.0034290897, -0.0000000000, 0.0000000000, 1.0073352699, -0.0000000000, 0.0034290897, NaN, -0.0000000090, -0.0000000090, 0.0000000000
29, 0.0000000000, -0.0816231500, 0.0000000000, 0.9995169366, -0.0000000000, -0.0816231500, NaN, -0.0000000090, -0.0000000090, 0.0000000000
30, NaN, -0.0457603400, 0.0000000000, 0.9976811485, -0.0000000000, -0.0457603400, NaN, -0.0000000090, -0.0000000090, 0.0000000000
31, NaN, -0.0258341000, 0.0000000000, 1.0018786391, -0.0000000000, -0.0258341000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
32, 0.3138340255, -0.0000000000, 0.0000000000, 1.0021868026, -0.0000000000, 0.3138340255, NaN, -0.0000000090, -0.0000000090, 0.0000000000
33, NaN, -0.0494620900, 0.0000000000, 0.9970530169, -0.0000000000, -0.0494620900, NaN, -0.0000000090, -0.0000000090, 0.0000000000
34, NaN, -0.0000000000, 0.0000000000, 1.0073634456, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
35, NaN, -0.0000000000, 0.0000000000, 1.0075096259, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
36, NaN, -0.0824990000, 0.0000000000, 1.0016665169, -0.0000000000, -0.0824990000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
37, 0.0000000000, -0.1289639000, 0.0000000000, 1.0076400615, -0.0000000000, -0.1289639000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
38, NaN, -0.0262467600, 0.0000000000, 0.9978463782, -0.0000000000, -0.0262467600, NaN, -0.0000000090, -0.0000000090, 0.0000000000
39, NaN, -0.0598058200, 0.0000000000, 1.0001558944, -0.0000000000, -0.0598058200, NaN, -0.0000000090, -0.0000000090, 0.0000000000
40, NaN, -0.0000000000, 0.0000000000, 0.9890109829, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
41, NaN, -0.0350269800, 0.0000000000, 1.0029869872, -0.0000000000, -0.0350269800, NaN, -0.0000000090, -0.0000000090, 0.0000000000
42, NaN, -0.0498218500, 0.0000000000, 0.9769043493, -0.0000000000, -0.0498218500, NaN, -0.0000000090, -0.0000000090, 0.0000000000
43, 0.0457162141, -0.0000000000, 0.0000000000, 1.0004437669, -0.0000000000, 0.0457162141, NaN, -0.0000000090, -0.0000000090, 0.0000000000
44, NaN, -0.0842753900, 0.0000000000, 1.0000651327, -0.0000000000, -0.0842753900, NaN, -0.0000000090, -0.0000000090, 0.0000000000
45, NaN, -0.0000000000, 0.0000000000, 1.0020856272, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
46, 0.0006441001, -0.0000000000, 0.0000000000, 1.0074972461, -0.0000000000, 0.0006441001, NaN, -0.0000000090, -0.0000000090, 0.0000000000
47, NaN, -0.1422938000, 0.0000000000, 0.9945018448, -0.0000000000, -0.1422938000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
48, NaN, -0.1933269000, 0.0000000000, 0.9937239399, -0.0000000000, -0.1933269000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
49, 0.0334475788, -0.0000000000, 0.0000000000, 1.0068325084, -0.0000000000, 0.0334475788, NaN, -0.0000000090, -0.0000000090, 0.0000000000
50, NaN, -0.0000000000, 0.0000000000, 0.9890811670, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
51, 0.0439471514, -0.0000000000, 0.0000000000, 1.0025782087, -0.0000000000, 0.0439471514, NaN, -0.0000000090, -0.0000000090, 0.0000000000
52, NaN, -0.0209453200, 0.0000000000, 0.9932843075, -0.0000000000, -0.0209453200, NaN, -0.0000000090, -0.0000000090, 0.0000000000
53, NaN, -0.0463394500, 0.0000000000, 0.9793865205, -0.0000000000, -0.0463394500, NaN, -0.0000000090, -0.0000000090, 0.0000000000
54, NaN, -0.0000000000, 0.0000000000, 1.0008028756, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
55, NaN, -0.0317523200, 0.0000000000, 1.0020406492, -0.0000000000, -0.0317523200, NaN, -0.0000000090, -0.0000000090, 0.0000000000
56, NaN, -0.0827241700, 0.0000000000, 0.9997772810, -0.0000000000, -0.0827241700, NaN, -0.0000000090, -0.0000000090, 0.0000000000
57, NaN, -0.0000000000, 0.0000000000, 0.9909714439, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
58, NaN, -0.0000000000, 0.0000000000, 1.0006366455, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
59, NaN, -0.0000000000, 0.0000000000, 1.0012228343, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
60, 0.0353531943, -0.0000000000, 0.0000000000, 1.0022099487, -0.0000000000, 0.0353531943, NaN, -0.0000000090, -0.0000000090, 0.0000000000
61, NaN, -0.0000000000, 0.0000000000, 1.0072786765, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
62, NaN, -0.0000000000, 0.0000000000, 1.0057210114, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
63, 0.0000000000, -0.0759149800, 0.0000000000, 1.0150607937, -0.0000000000, -0.0759149800, NaN, -0.0000000090, -0.0000000090, 0.0000000000
64, NaN, -0.0669756000, 0.0000000000, 1.0060830843, -0.0000000000, -0.0669756000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
65, 0.0000000000, -0.0724963600, 0.0000000000, 1.0096765318, -0.0000000000, -0.0724963600, NaN, -0.0000000090, -0.0000000090, 0.0000000000
66, NaN, -0.0000000000, 0.0000000000, 1.0002241382, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
67, NaN, -0.0320898200, 0.0000000000, 0.9916347025, -0.0000000000, -0.0320898200, NaN, -0.0000000090, -0.0000000090, 0.0000000000
68, 0.0044134349, -0.0000000000, 0.0000000000, 1.0012542014, -0.0000000000, 0.0044134349, NaN, -0.0000000090, -0.0000000090, 0.0000000000
69, NaN, -0.1899603000, 0.0000000000, 1.0020435841, -0.0000000000, -0.1899603000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
70, NaN, -0.0244323100, 0.0000000000, 1.0034978834, -0.0000000000, -0.0244323100, NaN, -0.0000000090, -0.0000000090, 0.0000000000
71, 0.0189298215, -0.0000000000, 0.0000000000, 0.9986622980, -0.0000000000, 0.0189298215, NaN, -0.0000000090, -0.0000000090, 0.0000000000
72, NaN, -0.0245799200, 0.0000000000, 1.0014761680, -0.0000000000, -0.0245799200, NaN, -0.0000000090, -0.0000000090, 0.0000000000
73, NaN, -0.0000000000, 0.0000000000, 0.9983962509, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
74, 0.0000000000, -0.5834948000, 0.0000000000, 1.0041394442, -0.0000000000, -0.5834948000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
75, NaN, -0.0742455100, 0.0000000000, 1.0020684267, -0.0000000000, -0.0742455100, NaN, -0.0000000090, -0.0000000090, 0.0000000000
76, 0.0058788722, -0.0000000000, 0.0000000000, 1.0009999062, -0.0000000000, 0.0058788722, NaN, -0.0000000090, -0.0000000090, 0.0000000000
77, 0.0000000000, -0.2533561000, 0.0000000000, 1.0001171678, -0.0000000000, -0.2533561000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
78, NaN, -0.0395046200, 0.0000000000, 1.0007040477, -0.0000000000, -0.0395046200, NaN, -0.0000000090, -0.0000000090, 0.0000000000
79, NaN, -0.0000000000, 0.0000000000, 0.9977151737, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
80, NaN, -0.0613758100, 0.0000000000, 1.0018431677, -0.0000000000, -0.0613758100, NaN, -0.0000000090, -0.0000000090, 0.0000000000
81, NaN, -0.0396636000, 0.0000000000, 0.9813631886, -0.0000000000, -0.0396636000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
82, 0.0000000000, -0.5626587000, 0.0000000000, 0.9980925340, -0.0000000000, -0.5626587000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
83, NaN, -0.0826539300, 0.0000000000, 0.9991201068, -0.0000000000, -0.0826539300, NaN, -0.0000000090, -0.0000000090, 0.0000000000
84, NaN, -0.1113218000, 0.0000000000, 0.9964560474, -0.0000000000, -0.1113218000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
85, NaN, -0.0334525300, 0.0000000000, 1.0041558350, -0.0000000000, -0.0334525300, NaN, -0.0000000090, -0.0000000090, 0.0000000000
86, NaN, -0.0398569900, 0.0000000000, 1.0012690490, -0.0000000000, -0.0398569900, NaN, -0.0000000090, -0.0000000090, 0.0000000000
87, NaN, -0.0432136300, 0.0000000000, 1.0029759349, -0.0000000000, -0.0432136300, NaN, -0.0000000090, -0.0000000090, 0.0000000000
88, NaN, -0.2129072000, 0.0000000000, 0.9986188328, -0.0000000000, -0.2129072000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
89, NaN, -0.0000000000, 0.0000000000, 1.0035423006, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
90, 0.0342662419, -0.0423818600, 0.0000000000, 1.0023459229, -0.0000000000, -0.0081156181, NaN, -0.0000000090, -0.0000000090, 0.0000000000
91, NaN, -0.0455639800, 0.0000000000, 0.9902661164, -0.0000000000, -0.0455639800, NaN, -0.0000000090, -0.0000000090, 0.0000000000
92, 0.0000000000, -0.6040207000, 0.0000000000, 0.9963932025, -0.0000000000, -0.6040207000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
93, 0.0000000000, -0.4389343000, 0.0000000000, 0.9976159142, -0.0000000000, -0.4389343000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
94, NaN, -0.1022018000, 0.0000000000, 0.9978020227, -0.0000000000, -0.1022018000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
95, 0.0000000000, -0.3445713000, 0.0000000000, 1.0016778718, -0.0000000000, -0.3445713000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
96, NaN, -0.0664334100, 0.0000000000, 0.9986533052, -0.0000000000, -0.0664334100, NaN, -0.0000000090, -0.0000000090, 0.0000000000
97, NaN, -0.0000000000, 0.0000000000, 0.9997344992, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
98, NaN, -0.0000000000, 0.0000000000, 0.9883829570, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
99, NaN, -0.1273975000, 0.0000000000, 0.9928114615, -0.0000000000, -0.1273975000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
100, NaN, -0.0840409700, 0.0000000000, 1.0017421743, -0.0000000000, -0.0840409700, NaN, -0.0000000090, -0.0000000090, 0.0000000000
101, NaN, -0.1494080000, 0.0000000000, 0.9924419711, -0.0000000000, -0.1494080000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
102, NaN, -0.0798153300, 0.0000000000, 0.9982786316, -0.0000000000, -0.0798153300, NaN, -0.0000000090, -0.0000000090, 0.0000000000
103, 0.1245384388, -0.0000000000, 0.0000000000, 1.0007242455, -0.0000000000, 0.1245384388, NaN, -0.0000000090, -0.0000000090, 0.0000000000
104, NaN, -0.0718614100, 0.0000000000, 1.0074740049, -0.0000000000, -0.0718614100, NaN, -0.0000000090, -0.0000000090, 0.0000000000
105, 0.0979795251, -0.0000000000, 0.0000000000, 1.0037068632, -0.0000000000, 0.0979795251, NaN, -0.0000000090, -0.0000000090, 0.0000000000
106, 0.1935522839, -0.0540467400, 0.0000000000, 1.0054252741, -0.0000000000, 0.1395055439, NaN, -0.0000000090, -0.0000000090, 0.0000000000
107, NaN, -0.3410702000, 0.0000000000, 1.0031941857, -0.0000000000, -0.3410702000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
108, 0.0151325405, -0.3319975000, 0.0000000000, 1.0013777150, -0.0000000000, -0.3168649595, NaN, -0.0000000090, -0.0000000090, 0.0000000000
109, NaN, -0.0169090900, 0.0000000000, 1.0008635239, -0.0000000000, -0.0169090900, NaN, -0.0000000090, -0.0000000090, 0.0000000000
110, NaN, -0.1074017000, 0.0000000000, 1.0004139183, -0.0000000000, -0.1074017000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
111, 1.7877117850, -0.0000000000, 0.0000000000, 1.0041033445, -0.0000000000, 1.7877117850, NaN, -0.0000000090, -0.0000000090, 0.0000000000
112, 0.0661483765, -0.0000000000, 0.0000000000, 1.0053179866, -0.0000000000, 0.0661483765, NaN, -0.0000000090, -0.0000000090, 0.0000000000
113, 0.0191423479, -0.0000000000, 0.0000000000, 1.0017881962, -0.0000000000, 0.0191423479, NaN, -0.0000000090, -0.0000000090, 0.0000000000
114, NaN, -0.1151694000, 0.0000000000, 0.9692845302, -0.0000000000, -0.1151694000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
115, NaN, -0.0703469700, 0.0000000000, 1.0007527189, -0.0000000000, -0.0703469700, NaN, -0.0000000090, -0.0000000090, 0.0000000000
116, 0.2382599218, -0.0000000000, 0.0000000000, 0.9947624613, -0.0000000000, 0.2382599218, NaN, -0.0000000090, -0.0000000090, 0.0000000000
117, NaN, -0.1298908000, 0.0000000000, 1.0026507520, -0.0000000000, -0.1298908000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
118, NaN, -0.0535696100, 0.0000000000, 1.0033181240, -0.0000000000, -0.0535696100, NaN, -0.0000000090, -0.0000000090, 0.0000000000
119, NaN, -0.1556232000, 0.0000000000, 1.0029799471, -0.0000000000, -0.1556232000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
120, NaN, -0.0416106100, 0.0000000000, 0.9947929241, -0.0000000000, -0.0416106100, NaN, -0.0000000090, -0.0000000090, 0.0000000000
121, 0.2505850758, -0.0000000000, 0.0000000000, 0.9996054664, -0.0000000000, 0.2505850758, NaN, -0.0000000090, -0.0000000090, 0.0000000000
122, NaN, -0.0247614300, 0.0000000000, 1.0148627904, -0.0000000000, -0.0247614300, NaN, -0.0000000090, -0.0000000090, 0.0000000000
123, NaN, -0.0527719700, 0.0000000000, 1.0016759259, -0.0000000000, -0.0527719700, NaN, -0.0000000090, -0.0000000090, 0.0000000000
124, NaN, -0.1168029000, 0.0000000000, 0.9984521199, -0.0000000000, -0.1168029000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
125, 0.3512229467, -0.0000000000, 0.0000000000, 1.0371870821, -0.0000000000, 0.3512229467, NaN, -0.0000000090, -0.0000000090, 0.0000000000
126, NaN, -0.0718418500, 0.0000000000, 0.9967404016, -0.0000000000, -0.0718418500, NaN, -0.0000000090, -0.0000000090, 0.0000000000
127, NaN, -0.0000000000, 0.0000000000, 0.9904211889, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
128, NaN, -0.0550750300, 0.0000000000, 0.9585197520, -0.0000000000, -0.0550750300, NaN, -0.0000000090, -0.0000000090, 0.0000000000
129, -0.0000000000, -0.0000000000, 0.0000000000, 1.0167721982, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
130, NaN, -0.0000000000, 0.0000000000, 0.9994576475, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
131, 0.5042893229, -0.0000000000, 0.0000000000, 1.0055315504, -0.0000000000, 0.5042893229, NaN, -0.0000000090, -0.0000000090, 0.0000000000
132, NaN, -0.0000000000, 0.0000000000, 1.0027591994, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
133, NaN, -0.0295707100, 0.0000000000, 1.0009289977, -0.0000000000, -0.0295707100, NaN, -0.0000000090, -0.0000000090, 0.0000000000
134, NaN, -0.0000000000, 0.0000000000, 1.0012682408, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
135, NaN, -0.0000000000, 0.0000000000, 1.0005584261, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
136, NaN, -0.1054979000, 0.0000000000, 1.0013883684, -0.0000000000, -0.1054979000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
137, 0.8395173885, -0.0000000000, 0.0000000000, 1.0103278747, -0.0000000000, 0.8395173885, NaN, -0.0000000090, -0.0000000090, 0.0000000000
138, 0.0681639575, -0.0000000000, 0.0000000000, 1.0030150530, -0.0000000000, 0.0681639575, NaN, -0.0000000090, -0.0000000090, 0.0000000000
139, NaN, -0.1109473000, 0.0000000000, 0.9877257345, -0.0000000000, -0.1109473000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
140, 0.0000000000, -0.1959852000, 0.0000000000, 1.0460875827, -0.0000000000, -0.1959852000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
141, NaN, -0.0000000000, 0.0000000000, 0.9899385718, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
142, NaN, -0.1734817000, 0.0000000000, 0.9929539029, -0.0000000000, -0.1734817000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
143, NaN, -0.0000000000, 0.0000000000, 1.0035867826, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
144, NaN, -0.0000000000, 0.0000000000, 0.9982303541, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
145, 0.2549658886, -0.0000000000, 0.0000000000, 1.0046342784, -0.0000000000, 0.2549658886, NaN, -0.0000000090, -0.0000000090, 0.0000000000
146, NaN, -0.0546823600, 0.0000000000, 1.0069208111, -0.0000000000, -0.0546823600, NaN, -0.0000000090, -0.0000000090, 0.0000000000
147, 0.0000000000, -0.8676003000, 0.0000000000, 1.0001309365, -0.0000000000, -0.8676003000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
148, NaN, -0.1271998000, 0.0000000000, 0.9903464324, -0.0000000000, -0.1271998000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
149, 0.7657683657, -0.0000000000, 0.0000000000, 1.0115195399, -0.0000000000, 0.7657683657, NaN, -0.0000000090, -0.0000000090, 0.0000000000
150, NaN, -0.0923544700, 0.0000000000, 1.0013582285, -0.0000000000, -0.0923544700, NaN, -0.0000000090, -0.0000000090, 0.0000000000
151, NaN, -0.0485304900, 0.0000000000, 0.9845514055, -0.0000000000, -0.0485304900, NaN, -0.0000000090, -0.0000000090, 0.0000000000
152, NaN, -0.0000000000, 0.0000000000, 1.0236973900, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
153, NaN, -0.0000000000, 0.0000000000, 1.0073586699, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
154, NaN, -0.0577529000, 0.0000000000, 1.0035618185, -0.0000000000, -0.0577529000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
155, 0.0191071721, -0.0000000000, 0.0000000000, 1.0094690776, -0.0000000000, 0.0191071721, NaN, -0.0000000090, -0.0000000090, 0.0000000000
156, NaN, -0.0493704100, 0.0000000000, 0.9843543416, -0.0000000000, -0.0493704100, NaN, -0.0000000090, -0.0000000090, 0.0000000000
157, NaN, -0.0000000000, 0.0000000000, 1.0006850211, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
158, 0.0488463522, -0.0000000000, 0.0000000000, 1.0076509740, -0.0000000000, 0.0488463522, NaN, -0.0000000090, -0.0000000090, 0.0000000000
159, 0.0000000390, -0.0000000000, 0.0000000000, 1.0599998653, -0.0000000000, 0.0000000390, NaN, -0.0000000090, -0.0000000090, 0.0000000000
160, NaN, -0.1266524000, 0.0000000000, 1.0546070096, -0.0000000000, -0.1266524000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
161, NaN, -0.0401075200, 0.0000000000, 1.0115996603, -0.0000000000, -0.0401075200, NaN, -0.0000000090, -0.0000000090, 0.0000000000
162, NaN, -0.0000000000, 0.0000000000, 1.0521291661, -0.0000000000, -0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
163, NaN, -0.0000000000, 0.0000000000, 1.0578229987, -0.0000000000, -0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
164, 0.0147376395, -0.0000000000, 0.0000000000, 1.0599900957, -0.0000000000, 0.0147376395, NaN, -0.0000000090, -0.0000000090, 0.0000000000
165, 0.0000000360, -0.0000000000, 0.0000000000, 1.0599999122, -0.0000000000, 0.0000000360, NaN, -0.0000000090, -0.0000000090, 0.0000000000
166, 0.0127426278, -0.0000000000, 0.0000000000, 1.0132777090, -0.0000000000, 0.0127426278, NaN, -0.0000000090, -0.0000000090, 0.0000000000
167, NaN, -0.0388687500, 0.0000000000, 0.9878082824, -0.0000000000, -0.0388687500, NaN, -0.0000000090, -0.0000000090, 0.0000000000
168, NaN, -0.0000000000, 0.0000000000, 1.0048571660, -0.0000000000, 0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
169, NaN, -0.0993445600, 0.0000000000, 1.0524699136, -0.0000000000, -0.0993445600, NaN, -0.0000000090, -0.0000000090, 0.0000000000
170, 1.3790078056, -0.0000000000, 0.0000000000, 1.0091316017, -0.0000000000, 1.3790078056, NaN, -0.0000000090, -0.0000000090, 0.0000000000
171, NaN, -0.0516631500, 0.0000000000, 1.0526723692, -0.0000000000, -0.0516631500, NaN, -0.0000000090, -0.0000000090, 0.0000000000
172, NaN, -0.1124152000, 0.0000000000, 1.0536378959, -0.0000000000, -0.1124152000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
173, NaN, -0.0000000000, 0.0000000000, 0.9677851149, -0.0000000000, -0.0000000000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
174, NaN, -0.0561177000, 0.0000000000, 1.0014950685, -0.0000000000, -0.0561177000, NaN, -0.0000000090, -0.0000000090, 0.0000000000
175, 0.0000001231, -0.0000000000, 0.0000000000, 0.9421269339, -0.0000000000, 0.0000001231, NaN, -0.0000000090, -0.0000000090, 0.0000000000
176, NaN, -0.0000000000, 0.0000000000, 0.9710438987, -0.0000000000, 0.0000000832, NaN, 0.0000000737, -0.0000000095, 0.0000000000
177, NaN, -0.0582997200, 0.0000000000, 0.9436355779, -0.0000000000, -0.0582997200, NaN, -0.0000000090, -0.0000000090, 0.0000000000
178, NaN, -0.0000000000, 0.0000000000, 1.0330640738, -0.0000000000, 0.0000000003, NaN, -0.0000000088, -0.0000000092, 0.0000000000
179, NaN, -0.0899527600, 0.0000000000, 0.9944424410, -0.0000000000, -0.0899527600, NaN, -0.0000000090, -0.0000000090, 0.0000000000
180, NaN, -0.0863825500, 0.0000000000, 1.0184256902, -0.0000000000, -0.0863825500, NaN, -0.0000000090, -0.0000000090, 0.0000000000
181, 0.8557177222, -0.0763892700, 0.0000000000, 1.0016759508, -0.0000000000, 0.7793284522, NaN, -0.0000000090, -0.0000000090, 0.0000000000
182, 0.6323750793, -0.0000000000, 0.0000000000, 1.0037505651, -0.0000000000, 0.6323750793, NaN, -0.0000000090, -0.0000000090, 0.0000000000
183, NaN, -0.0204354100, 0.0000000000, 0.9997958934, -0.0000000000, -0.0204354100, NaN, -0.0000000090, -0.0000000090, 0.0000000000
